date,model,r2,rmse,mae
2022-04-06,ridge,0.23153683429391891,4.4804117369639105,3.5020275680690234
2022-04-20,ridge,0.28935954714785905,4.427756437139308,3.835234995771229
2022-05-05,ridge,0.21428731502245235,3.303565987921757,2.7197702896285447
2022-05-18,ridge,-0.0942688224498962,3.1455106598703106,2.4728434474748267
2022-06-02,ridge,-0.032598249621260456,4.699897432408066,3.892731007329228
2022-06-22,ridge,-12.998557259961219,12.416532644596787,9.701018564694534
2022-07-06,ridge,-0.44590543912120695,4.930830836250044,3.726240724349603
2022-07-21,ridge,-0.9002493597685728,4.602578214116489,3.190217575314863
2022-08-03,ridge,0.06767115798134626,3.5150803503567865,2.9643396832975286
2022-08-24,ridge,-2.243757050287408,7.321903785513407,5.810031841635939
2022-09-08,ridge,-0.4243009680502956,4.249202401455856,3.5943008951290616
2022-10-13,ridge,-0.5673870605018412,5.264219438537384,4.426841341125466
2022-11-03,ridge,-0.19381528618073607,4.649026249415829,3.7061153970050773
2022-11-16,ridge,-0.0901860234811307,5.814045909058275,5.593130510672367
2022-11-29,ridge,-0.06287671378265447,6.341568397324968,5.717896331633916
2022-12-08,ridge,0.0666091621306989,4.854514316980824,4.401979028050231
2022-12-14,ridge,0.13864539991628522,3.88565780969992,2.9522044236069935
2023-01-13,ridge,-3.4468587915004347,6.94206428946339,5.986269055616798
2023-01-26,ridge,0.1851464374506384,4.51164524465982,3.8471410053717583
2023-02-09,ridge,-0.21596082032829722,6.074428766802032,5.745198631468458
2023-03-01,ridge,-0.03177908921786199,5.913051642684534,4.121699820074752
__mean__,ridge,-0.9788211943004581,5.302071073867604,4.376534863681915
